benchmark,index,parent_aig,child_aig,mapper_mode,phase,cut_ordinal,reason,viable,selected_update,node,level,refs,gate,leaves,u_phase_best,fanout_limit,arrival,required,slack,area_flow,best_gate,best_arrival,best_area_flow,child_leaf_index,child_requested_phase,child_inverted_pin,leaf0_aig_id,leaf0_phase,leaf1_aig_id,leaf1_phase,leaf2_aig_id,leaf2_phase,leaf3_aig_id,leaf3_phase,leaf4_aig_id,leaf4_phase,leaf5_aig_id,leaf5_phase
benchmarks/ode.abc.blif,87,5229,5219,2,0,14,no-super-best,0,0,2427,39,1,?,5,0,-1,34028234663852885981170418348451692544.000,174.070,-34028234663852885981170418348451692544.000,34028234663852885981170418348451692544.000,OAI211xp5_ASAP7_75t_L,173.970,1.400,3,-1,-1,5070,-1,5190,-1,4729,-1,5219,-1,5222,-1,-1,-1
benchmarks/ode.abc.blif,88,5229,5219,2,0,15,no-supers,0,0,2427,39,1,?,5,0,-1,34028234663852885981170418348451692544.000,174.070,-34028234663852885981170418348451692544.000,34028234663852885981170418348451692544.000,OAI211xp5_ASAP7_75t_L,173.970,1.400,3,-1,-1,3831,-1,5070,-1,4729,-1,5219,-1,5220,-1,-1,-1
benchmarks/ode.abc.blif,89,5229,5219,2,0,16,no-super-best,0,0,2427,39,1,?,5,0,-1,34028234663852885981170418348451692544.000,174.070,-34028234663852885981170418348451692544.000,34028234663852885981170418348451692544.000,OAI211xp5_ASAP7_75t_L,173.970,1.400,-1,-1,-1,3153,-1,3831,-1,4470,-1,5070,-1,5224,-1,-1,-1
benchmarks/ode.abc.blif,90,5229,5219,2,0,17,no-supers,0,0,2427,39,1,?,5,0,-1,34028234663852885981170418348451692544.000,174.070,-34028234663852885981170418348451692544.000,34028234663852885981170418348451692544.000,OAI211xp5_ASAP7_75t_L,173.970,1.400,3,-1,-1,5063,-1,5069,-1,4729,-1,5219,-1,5223,-1,-1,-1
benchmarks/ode.abc.blif,91,5229,5219,2,1,0,accepted-best,1,1,2427,39,1,NOR2xp33_ASAP7_75t_L,2,3,5,185.530,34028234663852885981170418348451692544.000,34028234663852885981170418348451692544.000,0.930,OA211x2_ASAP7_75t_L,177.310,1.870,-1,-1,-1,5070,0,5226,0,-1,-1,-1,-1,-1,-1,-1,-1
benchmarks/ode.abc.blif,92,5229,5219,2,1,1,no-supers,0,0,2427,39,1,?,3,0,-1,34028234663852885981170418348451692544.000,34028234663852885981170418348451692544.000,0.000,34028234663852885981170418348451692544.000,NOR2xp33_ASAP7_75t_L,185.530,0.930,-1,-1,-1,450,-1,3117,-1,5226,-1,-1,-1,-1,-1,-1,-1
benchmarks/ode.abc.blif,93,5229,5219,2,1,2,nonselected,1,0,2427,39,1,NOR3xp33_ASAP7_75t_L,3,4,2,187.030,34028234663852885981170418348451692544.000,34028234663852885981170418348451692544.000,1.170,NOR2xp33_ASAP7_75t_L,185.530,0.930,-1,-1,-1,5063,1,5069,1,5226,0,-1,-1,-1,-1,-1,-1
benchmarks/ode.abc.blif,94,5229,5219,2,1,3,nonselected,1,0,2427,39,1,NOR3xp33_ASAP7_75t_L,3,1,2,180.470,34028234663852885981170418348451692544.000,34028234663852885981170418348451692544.000,1.170,NOR2xp33_ASAP7_75t_L,185.530,0.930,-1,-1,-1,5070,0,4729,1,5224,1,-1,-1,-1,-1,-1,-1
benchmarks/ode.abc.blif,95,5229,5219,2,1,4,no-supers,0,0,2427,39,1,?,4,0,-1,34028234663852885981170418348451692544.000,34028234663852885981170418348451692544.000,0.000,34028234663852885981170418348451692544.000,NOR2xp33_ASAP7_75t_L,185.530,0.930,-1,-1,-1,450,-1,3117,-1,4729,-1,5224,-1,-1,-1,-1,-1
benchmarks/ode.abc.blif,96,5229,5219,2,1,5,nonselected,1,0,2427,39,1,AOI211xp5_ASAP7_75t_L,4,5,1,183.980,34028234663852885981170418348451692544.000,34028234663852885981170418348451692544.000,1.400,NOR2xp33_ASAP7_75t_L,185.530,0.930,2,0,1,5070,0,4729,1,5219,0,5223,1,-1,-1,-1,-1
benchmarks/ode.abc.blif,97,5229,5219,2,1,6,nonselected,1,0,2427,39,1,AOI211xp5_ASAP7_75t_L,4,5,1,181.710,34028234663852885981170418348451692544.000,34028234663852885981170418348451692544.000,1.400,NOR2xp33_ASAP7_75t_L,185.530,0.930,-1,-1,-1,3831,0,4471,1,5070,0,5224,1,-1,-1,-1,-1
benchmarks/ode.abc.blif,98,5229,5219,2,1,7,nonselected,1,0,2427,39,1,NOR4xp25_ASAP7_75t_L,4,0,1,181.620,34028234663852885981170418348451692544.000,34028234663852885981170418348451692544.000,1.400,NOR2xp33_ASAP7_75t_L,185.530,0.930,-1,-1,-1,5063,1,5069,1,4729,1,5224,1,-1,-1,-1,-1
benchmarks/ode.abc.blif,99,5229,5219,2,1,8,no-supers,0,0,2427,39,1,?,5,0,-1,34028234663852885981170418348451692544.000,34028234663852885981170418348451692544.000,0.000,34028234663852885981170418348451692544.000,NOR2xp33_ASAP7_75t_L,185.530,0.930,3,-1,-1,450,-1,3117,-1,4729,-1,5219,-1,5223,-1,-1,-1
benchmarks/ode.abc.blif,100,5229,5219,2,1,9,no-supers,0,0,2427,39,1,?,5,0,-1,34028234663852885981170418348451692544.000,34028234663852885981170418348451692544.000,0.000,34028234663852885981170418348451692544.000,NOR2xp33_ASAP7_75t_L,185.530,0.930,-1,-1,-1,450,-1,3117,-1,3831,-1,4471,-1,5224,-1,-1,-1
benchmarks/ode.abc.blif,101,5229,5219,2,1,10,no-supers,0,0,2427,39,1,?,5,0,-1,34028234663852885981170418348451692544.000,34028234663852885981170418348451692544.000,0.000,34028234663852885981170418348451692544.000,NOR2xp33_ASAP7_75t_L,185.530,0.930,-1,-1,-1,3831,-1,4471,-1,5063,-1,5069,-1,5224,-1,-1,-1
benchmarks/ode.abc.blif,102,5229,5219,2,1,11,nonselected,1,0,2427,39,1,AOI221xp5_ASAP7_75t_L,5,13,1,184.330,34028234663852885981170418348451692544.000,34028234663852885981170418348451692544.000,1.630,NOR2xp33_ASAP7_75t_L,185.530,0.930,3,0,1,3831,0,4471,1,5070,0,5219,0,5223,1,-1,-1
benchmarks/ode.abc.blif,103,5229,5219,2,1,12,no-supers,0,0,2427,39,1,?,5,0,-1,34028234663852885981170418348451692544.000,34028234663852885981170418348451692544.000,0.000,34028234663852885981170418348451692544.000,NOR2xp33_ASAP7_75t_L,185.530,0.930,3,-1,-1,3831,-1,4471,-1,5070,-1,5219,-1,5220,-1,-1,-1
benchmarks/ode.abc.blif,104,5229,5219,2,1,13,no-supers,0,0,2427,39,1,?,5,0,-1,34028234663852885981170418348451692544.000,34028234663852885981170418348451692544.000,0.000,34028234663852885981170418348451692544.000,NOR2xp33_ASAP7_75t_L,185.530,0.930,-1,-1,-1,5070,-1,4729,-1,5217,-1,5218,-1,5223,-1,-1,-1
benchmarks/ode.abc.blif,105,5229,5219,2,1,14,nonselected,1,0,2427,39,1,AOI311xp33_ASAP7_75t_L,5,27,1,184.390,34028234663852885981170418348451692544.000,34028234663852885981170418348451692544.000,2.560,NOR2xp33_ASAP7_75t_L,185.530,0.930,3,0,1,5070,0,5190,0,4729,1,5219,0,5222,0,-1,-1
benchmarks/ode.abc.blif,106,5229,5219,2,1,15,no-supers,0,0,2427,39,1,?,5,0,-1,34028234663852885981170418348451692544.000,34028234663852885981170418348451692544.000,0.000,34028234663852885981170418348451692544.000,NOR2xp33_ASAP7_75t_L,185.530,0.930,3,-1,-1,3831,-1,5070,-1,4729,-1,5219,-1,5220,-1,-1,-1
benchmarks/ode.abc.blif,107,5229,5219,2,1,16,nonselected,1,0,2427,39,1,AOI311xp33_ASAP7_75t_L,5,11,1,182.150,34028234663852885981170418348451692544.000,34028234663852885981170418348451692544.000,1.630,NOR2xp33_ASAP7_75t_L,185.530,0.930,-1,-1,-1,3153,0,3831,0,4470,1,5070,0,5224,1,-1,-1
benchmarks/ode.abc.blif,108,5229,5219,2,1,17,no-supers,0,0,2427,39,1,?,5,0,-1,34028234663852885981170418348451692544.000,34028234663852885981170418348451692544.000,0.000,34028234663852885981170418348451692544.000,NOR2xp33_ASAP7_75t_L,185.530,0.930,3,-1,-1,5063,-1,5069,-1,4729,-1,5219,-1,5223,-1,-1,-1
benchmarks/ode.abc.blif,109,5229,5219,3,0,0,violates-required,0,0,2427,39,1,NAND2xp33_ASAP7_75t_L,2,0,5,189.770,174.050,-15.720,0.930,OAI211xp5_ASAP7_75t_L,173.970,1.400,-1,-1,-1,5070,1,5226,1,-1,-1,-1,-1,-1,-1,-1,-1
benchmarks/ode.abc.blif,110,5229,5219,3,0,1,no-supers,0,0,2427,39,1,?,3,0,-1,34028234663852885981170418348451692544.000,174.050,-34028234663852885981170418348451692544.000,34028234663852885981170418348451692544.000,OAI211xp5_ASAP7_75t_L,173.970,1.400,-1,-1,-1,450,-1,3117,-1,5226,-1,-1,-1,-1,-1,-1,-1
benchmarks/ode.abc.blif,111,5229,5219,3,0,2,no-super-best,0,0,2427,39,1,?,3,0,-1,34028234663852885981170418348451692544.000,174.050,-34028234663852885981170418348451692544.000,34028234663852885981170418348451692544.000,OAI211xp5_ASAP7_75t_L,173.970,1.400,-1,-1,-1,5063,-1,5069,-1,5226,-1,-1,-1,-1,-1,-1,-1
benchmarks/ode.abc.blif,112,5229,5219,3,0,3,violates-required,0,0,2427,39,1,NAND3xp33_ASAP7_75t_L,3,6,2,177.020,174.050,-2.970,1.170,OAI211xp5_ASAP7_75t_L,173.970,1.400,-1,-1,-1,5070,1,4729,0,5224,0,-1,-1,-1,-1,-1,-1
benchmarks/ode.abc.blif,113,5229,5219,3,0,4,no-supers,0,0,2427,39,1,?,4,0,-1,34028234663852885981170418348451692544.000,174.050,-34028234663852885981170418348451692544.000,34028234663852885981170418348451692544.000,OAI211xp5_ASAP7_75t_L,173.970,1.400,-1,-1,-1,450,-1,3117,-1,4729,-1,5224,-1,-1,-1,-1,-1
benchmarks/ode.abc.blif,114,5229,5219,3,0,5,nonselected,1,0,2427,39,1,OAI211xp5_ASAP7_75t_L,4,10,1,173.970,174.050,0.080,1.400,OAI211xp5_ASAP7_75t_L,173.970,1.400,2,1,0,5070,1,4729,0,5219,1,5223,0,-1,-1,-1,-1
benchmarks/ode.abc.blif,115,5229,5219,3,0,6,no-super-best,0,0,2427,39,1,?,4,0,-1,34028234663852885981170418348451692544.000,174.050,-34028234663852885981170418348451692544.000,34028234663852885981170418348451692544.000,OAI211xp5_ASAP7_75t_L,173.970,1.400,-1,-1,-1,3831,-1,4471,-1,5070,-1,5224,-1,-1,-1,-1,-1
benchmarks/ode.abc.blif,116,5229,5219,3,0,7,no-super-best,0,0,2427,39,1,?,4,0,-1,34028234663852885981170418348451692544.000,174.050,-34028234663852885981170418348451692544.000,34028234663852885981170418348451692544.000,OAI211xp5_ASAP7_75t_L,173.970,1.400,-1,-1,-1,5063,-1,5069,-1,4729,-1,5224,-1,-1,-1,-1,-1
benchmarks/ode.abc.blif,117,5229,5219,3,0,8,no-supers,0,0,2427,39,1,?,5,0,-1,34028234663852885981170418348451692544.000,174.050,-34028234663852885981170418348451692544.000,34028234663852885981170418348451692544.000,OAI211xp5_ASAP7_75t_L,173.970,1.400,3,-1,-1,450,-1,3117,-1,4729,-1,5219,-1,5223,-1,-1,-1
benchmarks/ode.abc.blif,118,5229,5219,3,0,9,no-supers,0,0,2427,39,1,?,5,0,-1,34028234663852885981170418348451692544.000,174.050,-34028234663852885981170418348451692544.000,34028234663852885981170418348451692544.000,OAI211xp5_ASAP7_75t_L,173.970,1.400,-1,-1,-1,450,-1,3117,-1,3831,-1,4471,-1,5224,-1,-1,-1
benchmarks/ode.abc.blif,119,5229,5219,3,0,10,no-supers,0,0,2427,39,1,?,5,0,-1,34028234663852885981170418348451692544.000,174.050,-34028234663852885981170418348451692544.000,34028234663852885981170418348451692544.000,OAI211xp5_ASAP7_75t_L,173.970,1.400,-1,-1,-1,3831,-1,4471,-1,5063,-1,5069,-1,5224,-1,-1,-1
benchmarks/ode.abc.blif,120,5229,5219,3,0,11,no-super-best,0,0,2427,39,1,?,5,0,-1,34028234663852885981170418348451692544.000,174.050,-34028234663852885981170418348451692544.000,34028234663852885981170418348451692544.000,OAI211xp5_ASAP7_75t_L,173.970,1.400,3,-1,-1,3831,-1,4471,-1,5070,-1,5219,-1,5223,-1,-1,-1
benchmarks/ode.abc.blif,121,5229,5219,3,0,12,no-supers,0,0,2427,39,1,?,5,0,-1,34028234663852885981170418348451692544.000,174.050,-34028234663852885981170418348451692544.000,34028234663852885981170418348451692544.000,OAI211xp5_ASAP7_75t_L,173.970,1.400,3,-1,-1,3831,-1,4471,-1,5070,-1,5219,-1,5220,-1,-1,-1
benchmarks/ode.abc.blif,122,5229,5219,3,0,13,no-supers,0,0,2427,39,1,?,5,0,-1,34028234663852885981170418348451692544.000,174.050,-34028234663852885981170418348451692544.000,34028234663852885981170418348451692544.000,OAI211xp5_ASAP7_75t_L,173.970,1.400,-1,-1,-1,5070,-1,4729,-1,5217,-1,5218,-1,5223,-1,-1,-1
benchmarks/ode.abc.blif,123,5229,5219,3,0,14,no-super-best,0,0,2427,39,1,?,5,0,-1,34028234663852885981170418348451692544.000,174.050,-34028234663852885981170418348451692544.000,34028234663852885981170418348451692544.000,OAI211xp5_ASAP7_75t_L,173.970,1.400,3,-1,-1,5070,-1,5190,-1,4729,-1,5219,-1,5222,-1,-1,-1
benchmarks/ode.abc.blif,124,5229,5219,3,0,15,no-supers,0,0,2427,39,1,?,5,0,-1,34028234663852885981170418348451692544.000,174.050,-34028234663852885981170418348451692544.000,34028234663852885981170418348451692544.000,OAI211xp5_ASAP7_75t_L,173.970,1.400,3,-1,-1,3831,-1,5070,-1,4729,-1,5219,-1,5220,-1,-1,-1
benchmarks/ode.abc.blif,125,5229,5219,3,0,16,no-super-best,0,0,2427,39,1,?,5,0,-1,34028234663852885981170418348451692544.000,174.050,-34028234663852885981170418348451692544.000,34028234663852885981170418348451692544.000,OAI211xp5_ASAP7_75t_L,173.970,1.400,-1,-1,-1,3153,-1,3831,-1,4470,-1,5070,-1,5224,-1,-1,-1
benchmarks/ode.abc.blif,126,5229,5219,3,0,17,no-supers,0,0,2427,39,1,?,5,0,-1,34028234663852885981170418348451692544.000,174.050,-34028234663852885981170418348451692544.000,34028234663852885981170418348451692544.000,OAI211xp5_ASAP7_75t_L,173.970,1.400,3,-1,-1,5063,-1,5069,-1,4729,-1,5219,-1,5223,-1,-1,-1
benchmarks/ode.abc.blif,127,5229,5219,3,1,0,nonselected,1,0,2427,39,1,NOR2xp33_ASAP7_75t_L,2,3,5,183.440,34028234663852885981170418348451692544.000,34028234663852885981170418348451692544.000,0.930,NOR2xp33_ASAP7_75t_L,183.440,0.930,-1,-1,-1,5070,0,5226,0,-1,-1,-1,-1,-1,-1,-1,-1
benchmarks/ode.abc.blif,128,5229,5219,3,1,1,no-supers,0,0,2427,39,1,?,3,0,-1,34028234663852885981170418348451692544.000,34028234663852885981170418348451692544.000,0.000,34028234663852885981170418348451692544.000,NOR2xp33_ASAP7_75t_L,183.440,0.930,-1,-1,-1,450,-1,3117,-1,5226,-1,-1,-1,-1,-1,-1,-1
benchmarks/ode.abc.blif,129,5229,5219,3,1,2,nonselected,1,0,2427,39,1,NOR3xp33_ASAP7_75t_L,3,4,2,184.940,34028234663852885981170418348451692544.000,34028234663852885981170418348451692544.000,1.170,NOR2xp33_ASAP7_75t_L,183.440,0.930,-1,-1,-1,5063,1,5069,1,5226,0,-1,-1,-1,-1,-1,-1
benchmarks/ode.abc.blif,130,5229,5219,3,1,3,nonselected,1,0,2427,39,1,NOR3xp33_ASAP7_75t_L,3,1,2,180.470,34028234663852885981170418348451692544.000,34028234663852885981170418348451692544.000,1.170,NOR2xp33_ASAP7_75t_L,183.440,0.930,-1,-1,-1,5070,0,4729,1,5224,1,-1,-1,-1,-1,-1,-1
benchmarks/ode.abc.blif,131,5229,5219,3,1,4,no-supers,0,0,2427,39,1,?,4,0,-1,34028234663852885981170418348451692544.000,34028234663852885981170418348451692544.000,0.000,34028234663852885981170418348451692544.000,NOR2xp33_ASAP7_75t_L,183.440,0.930,-1,-1,-1,450,-1,3117,-1,4729,-1,5224,-1,-1,-1,-1,-1
benchmarks/ode.abc.blif,132,5229,5219,3,1,5,nonselected,1,0,2427,39,1,AOI211xp5_ASAP7_75t_L,4,5,1,183.980,34028234663852885981170418348451692544.000,34028234663852885981170418348451692544.000,1.400,NOR2xp33_ASAP7_75t_L,183.440,0.930,2,0,1,5070,0,4729,1,5219,0,5223,1,-1,-1,-1,-1
benchmarks/ode.abc.blif,133,5229,5219,3,1,6,nonselected,1,0,2427,39,1,AOI211xp5_ASAP7_75t_L,4,5,1,181.710,34028234663852885981170418348451692544.000,34028234663852885981170418348451692544.000,1.400,NOR2xp33_ASAP7_75t_L,183.440,0.930,-1,-1,-1,3831,0,4471,1,5070,0,5224,1,-1,-1,-1,-1
benchmarks/ode.abc.blif,134,5229,5219,3,1,7,nonselected,1,0,2427,39,1,NOR4xp25_ASAP7_75t_L,4,0,1,181.620,34028234663852885981170418348451692544.000,34028234663852885981170418348451692544.000,1.400,NOR2xp33_ASAP7_75t_L,183.440,0.930,-1,-1,-1,5063,1,5069,1,4729,1,5224,1,-1,-1,-1,-1
benchmarks/ode.abc.blif,135,5229,5219,3,1,8,no-supers,0,0,2427,39,1,?,5,0,-1,34028234663852885981170418348451692544.000,34028234663852885981170418348451692544.000,0.000,34028234663852885981170418348451692544.000,NOR2xp33_ASAP7_75t_L,183.440,0.930,3,-1,-1,450,-1,3117,-1,4729,-1,5219,-1,5223,-1,-1,-1
benchmarks/ode.abc.blif,136,5229,5219,3,1,9,no-supers,0,0,2427,39,1,?,5,0,-1,34028234663852885981170418348451692544.000,34028234663852885981170418348451692544.000,0.000,34028234663852885981170418348451692544.000,NOR2xp33_ASAP7_75t_L,183.440,0.930,-1,-1,-1,450,-1,3117,-1,3831,-1,4471,-1,5224,-1,-1,-1
benchmarks/ode.abc.blif,137,5229,5219,3,1,10,no-supers,0,0,2427,39,1,?,5,0,-1,34028234663852885981170418348451692544.000,34028234663852885981170418348451692544.000,0.000,34028234663852885981170418348451692544.000,NOR2xp33_ASAP7_75t_L,183.440,0.930,-1,-1,-1,3831,-1,4471,-1,5063,-1,5069,-1,5224,-1,-1,-1
benchmarks/ode.abc.blif,138,5229,5219,3,1,11,nonselected,1,0,2427,39,1,AOI221xp5_ASAP7_75t_L,5,13,1,184.330,34028234663852885981170418348451692544.000,34028234663852885981170418348451692544.000,1.630,NOR2xp33_ASAP7_75t_L,183.440,0.930,3,0,1,3831,0,4471,1,5070,0,5219,0,5223,1,-1,-1
benchmarks/ode.abc.blif,139,5229,5219,3,1,12,no-supers,0,0,2427,39,1,?,5,0,-1,34028234663852885981170418348451692544.000,34028234663852885981170418348451692544.000,0.000,34028234663852885981170418348451692544.000,NOR2xp33_ASAP7_75t_L,183.440,0.930,3,-1,-1,3831,-1,4471,-1,5070,-1,5219,-1,5220,-1,-1,-1
benchmarks/ode.abc.blif,140,5229,5219,3,1,13,no-supers,0,0,2427,39,1,?,5,0,-1,34028234663852885981170418348451692544.000,34028234663852885981170418348451692544.000,0.000,34028234663852885981170418348451692544.000,NOR2xp33_ASAP7_75t_L,183.440,0.930,-1,-1,-1,5070,-1,4729,-1,5217,-1,5218,-1,5223,-1,-1,-1
benchmarks/ode.abc.blif,141,5229,5219,3,1,14,nonselected,1,0,2427,39,1,AOI311xp33_ASAP7_75t_L,5,27,1,184.390,34028234663852885981170418348451692544.000,34028234663852885981170418348451692544.000,2.560,NOR2xp33_ASAP7_75t_L,183.440,0.930,3,0,1,5070,0,5190,0,4729,1,5219,0,5222,0,-1,-1
benchmarks/ode.abc.blif,142,5229,5219,3,1,15,no-supers,0,0,2427,39,1,?,5,0,-1,34028234663852885981170418348451692544.000,34028234663852885981170418348451692544.000,0.000,34028234663852885981170418348451692544.000,NOR2xp33_ASAP7_75t_L,183.440,0.930,3,-1,-1,3831,-1,5070,-1,4729,-1,5219,-1,5220,-1,-1,-1
benchmarks/ode.abc.blif,143,5229,5219,3,1,16,nonselected,1,0,2427,39,1,AOI311xp33_ASAP7_75t_L,5,11,1,182.150,34028234663852885981170418348451692544.000,34028234663852885981170418348451692544.000,1.630,NOR2xp33_ASAP7_75t_L,183.440,0.930,-1,-1,-1,3153,0,3831,0,4470,1,5070,0,5224,1,-1,-1
benchmarks/ode.abc.blif,144,5229,5219,3,1,17,no-supers,0,0,2427,39,1,?,5,0,-1,34028234663852885981170418348451692544.000,34028234663852885981170418348451692544.000,0.000,34028234663852885981170418348451692544.000,NOR2xp33_ASAP7_75t_L,183.440,0.930,3,-1,-1,5063,-1,5069,-1,4729,-1,5219,-1,5223,-1,-1,-1
benchmarks/or1200.abc.blif,1,13829,11491,0,0,0,accepted-best,1,1,11983,8,4,NAND2xp33_ASAP7_75t_L,2,2,5,45.500,34028234663852885981170418348451692544.000,34028234663852885981170418348451692544.000,4.963,?,34028234663852885981170418348451692544.000,34028234663852885981170418348451692544.000,0,1,0,11491,1,13828,0,-1,-1,-1,-1,-1,-1,-1,-1
benchmarks/or1200.abc.blif,2,13829,11491,0,0,1,no-super-best,0,0,11983,8,4,?,3,0,-1,34028234663852885981170418348451692544.000,34028234663852885981170418348451692544.000,0.000,34028234663852885981170418348451692544.000,NAND2xp33_ASAP7_75t_L,45.500,4.963,-1,-1,-1,11486,-1,11490,-1,13828,-1,-1,-1,-1,-1,-1,-1
benchmarks/or1200.abc.blif,3,13829,11491,0,0,2,no-super-best,0,0,11983,8,4,?,3,0,-1,34028234663852885981170418348451692544.000,34028234663852885981170418348451692544.000,0.000,34028234663852885981170418348451692544.000,NAND2xp33_ASAP7_75t_L,45.500,4.963,2,-1,-1,1490,-1,11483,-1,11491,-1,-1,-1,-1,-1,-1,-1
benchmarks/or1200.abc.blif,4,13829,11491,0,0,3,no-super-best,0,0,11983,8,4,?,4,0,-1,34028234663852885981170418348451692544.000,34028234663852885981170418348451692544.000,0.000,34028234663852885981170418348451692544.000,NAND2xp33_ASAP7_75t_L,45.500,4.963,-1,-1,-1,11169,-1,11485,-1,11490,-1,13828,-1,-1,-1,-1,-1
benchmarks/or1200.abc.blif,5,13829,11491,0,0,4,no-super-best,0,0,11983,8,4,?,4,0,-1,34028234663852885981170418348451692544.000,34028234663852885981170418348451692544.000,0.000,34028234663852885981170418348451692544.000,NAND2xp33_ASAP7_75t_L,45.500,4.963,-1,-1,-1,11486,-1,11487,-1,11489,-1,13828,-1,-1,-1,-1,-1
benchmarks/or1200.abc.blif,6,13829,11491,0,0,5,no-super-best,0,0,11983,8,4,?,4,0,-1,34028234663852885981170418348451692544.000,34028234663852885981170418348451692544.000,0.000,34028234663852885981170418348451692544.000,NAND2xp33_ASAP7_75t_L,45.500,4.963,3,-1,-1,1193,-1,1490,-1,11169,-1,11491,-1,-1,-1,-1,-1
benchmarks/or1200.abc.blif,7,13829,11491,0,0,6,no-super-best,0,0,11983,8,4,?,4,0,-1,34028234663852885981170418348451692544.000,34028234663852885981170418348451692544.000,0.000,34028234663852885981170418348451692544.000,NAND2xp33_ASAP7_75t_L,45.500,4.963,-1,-1,-1,1490,-1,11483,-1,11486,-1,11490,-1,-1,-1,-1,-1
benchmarks/or1200.abc.blif,8,13829,11491,0,0,7,no-super-best,0,0,11983,8,4,?,5,0,-1,34028234663852885981170418348451692544.000,34028234663852885981170418348451692544.000,0.000,34028234663852885981170418348451692544.000,NAND2xp33_ASAP7_75t_L,45.500,4.963,-1,-1,-1,1994,-1,11169,-1,11484,-1,11490,-1,13828,-1,-1,-1
benchmarks/or1200.abc.blif,9,13829,11491,0,0,8,no-supers,0,0,11983,8,4,?,5,0,-1,34028234663852885981170418348451692544.000,34028234663852885981170418348451692544.000,0.000,34028234663852885981170418348451692544.000,NAND2xp33_ASAP7_75t_L,45.500,4.963,-1,-1,-1,1193,-1,1994,-1,11484,-1,11486,-1,13828,-1,-1,-1
benchmarks/or1200.abc.blif,10,13829,11491,0,0,9,no-supers,0,0,11983,8,4,?,5,0,-1,34028234663852885981170418348451692544.000,34028234663852885981170418348451692544.000,0.000,34028234663852885981170418348451692544.000,NAND2xp33_ASAP7_75t_L,45.500,4.963,-1,-1,-1,1193,-1,1490,-1,11169,-1,11485,-1,11490,-1,-1,-1
benchmarks/or1200.abc.blif,11,13829,11491,0,0,10,no-super-best,0,0,11983,8,4,?,5,0,-1,34028234663852885981170418348451692544.000,34028234663852885981170418348451692544.000,0.000,34028234663852885981170418348451692544.000,NAND2xp33_ASAP7_75t_L,45.500,4.963,-1,-1,-1,1490,-1,11169,-1,11483,-1,11485,-1,11490,-1,-1,-1
benchmarks/or1200.abc.blif,12,13829,11491,0,0,11,no-supers,0,0,11983,8,4,?,5,0,-1,34028234663852885981170418348451692544.000,34028234663852885981170418348451692544.000,0.000,34028234663852885981170418348451692544.000,NAND2xp33_ASAP7_75t_L,45.500,4.963,4,-1,-1,1193,-1,1490,-1,11162,-1,11168,-1,11491,-1,-1,-1
benchmarks/or1200.abc.blif,13,13829,11491,0,0,12,no-super-best,0,0,11983,8,4,?,5,0,-1,34028234663852885981170418348451692544.000,34028234663852885981170418348451692544.000,0.000,34028234663852885981170418348451692544.000,NAND2xp33_ASAP7_75t_L,45.500,4.963,-1,-1,-1,1490,-1,11483,-1,11486,-1,11487,-1,11489,-1,-1,-1
benchmarks/or1200.abc.blif,14,13829,11491,0,0,13,no-super-best,0,0,11983,8,4,?,5,0,-1,34028234663852885981170418348451692544.000,34028234663852885981170418348451692544.000,0.000,34028234663852885981170418348451692544.000,NAND2xp33_ASAP7_75t_L,45.500,4.963,-1,-1,-1,1193,-1,1490,-1,11169,-1,11486,-1,11490,-1,-1,-1
benchmarks/or1200.abc.blif,15,13829,11491,0,0,14,no-supers,0,0,11983,8,4,?,5,0,-1,34028234663852885981170418348451692544.000,34028234663852885981170418348451692544.000,0.000,34028234663852885981170418348451692544.000,NAND2xp33_ASAP7_75t_L,45.500,4.963,-1,-1,-1,1193,-1,1994,-1,11486,-1,11489,-1,13828,-1,-1,-1
benchmarks/or1200.abc.blif,16,13829,11491,0,0,15,no-super-best,0,0,11983,8,4,?,5,0,-1,34028234663852885981170418348451692544.000,34028234663852885981170418348451692544.000,0.000,34028234663852885981170418348451692544.000,NAND2xp33_ASAP7_75t_L,45.500,4.963,-1,-1,-1,11169,-1,11485,-1,11487,-1,11489,-1,13828,-1,-1,-1
benchmarks/or1200.abc.blif,17,13829,11491,0,0,16,no-supers,0,0,11983,8,4,?,5,0,-1,34028234663852885981170418348451692544.000,34028234663852885981170418348451692544.000,0.000,34028234663852885981170418348451692544.000,NAND2xp33_ASAP7_75t_L,45.500,4.963,-1,-1,-1,1193,-1,1490,-1,1994,-1,11169,-1,11484,-1,-1,-1
benchmarks/or1200.abc.blif,18,13829,11491,0,0,17,no-supers,0,0,11983,8,4,?,5,0,-1,34028234663852885981170418348451692544.000,34028234663852885981170418348451692544.000,0.000,34028234663852885981170418348451692544.000,NAND2xp33_ASAP7_75t_L,45.500,4.963,-1,-1,-1,1193,-1,1994,-1,11169,-1,11484,-1,13828,-1,-1,-1
benchmarks/or1200.abc.blif,19,13829,11491,0,0,18,no-supers,0,0,11983,8,4,?,5,0,-1,34028234663852885981170418348451692544.000,34028234663852885981170418348451692544.000,0.000,34028234663852885981170418348451692544.000,NAND2xp33_ASAP7_75t_L,45.500,4.963,-1,-1,-1,11162,-1,11168,-1,11485,-1,11490,-1,13828,-1,-1,-1
